Record ID,Status Code,Error Message
831374831,403,"{""status"":""error"",""message"":""This app hasn't been granted all required scopes to make this call. Read more about required scopes here: https://developers.hubspot.com/scopes."",""correlationId"":""987865d2-ebf6-45cd-81c8-8dd949b86eee"",""errors"":[{""message"":""One or more of the following scopes are required."",""context"":{""requiredGranularScopes"":[""crm.schemas.companies.write"",""crm.objects.companies.write""]}}],""links"":{""scopes"":""https://developers.hubspot.com/scopes""},""category"":""MISSING_SCOPES""}"
831375037,403,"{""status"":""error"",""message"":""This app hasn't been granted all required scopes to make this call. Read more about required scopes here: https://developers.hubspot.com/scopes."",""correlationId"":""1b6d830e-0835-4019-8393-386397119917"",""errors"":[{""message"":""One or more of the following scopes are required."",""context"":{""requiredGranularScopes"":[""crm.schemas.companies.write"",""crm.objects.companies.write""]}}],""links"":{""scopes"":""https://developers.hubspot.com/scopes""},""category"":""MISSING_SCOPES""}"
832184455,403,"{""status"":""error"",""message"":""This app hasn't been granted all required scopes to make this call. Read more about required scopes here: https://developers.hubspot.com/scopes."",""correlationId"":""8f11cc33-6523-4e93-b2b0-aba79548bbd5"",""errors"":[{""message"":""One or more of the following scopes are required."",""context"":{""requiredGranularScopes"":[""crm.schemas.companies.write"",""crm.objects.companies.write""]}}],""links"":{""scopes"":""https://developers.hubspot.com/scopes""},""category"":""MISSING_SCOPES""}"
832390586,403,"{""status"":""error"",""message"":""This app hasn't been granted all required scopes to make this call. Read more about required scopes here: https://developers.hubspot.com/scopes."",""correlationId"":""d8162220-922b-4afe-8e1e-44917b7fc652"",""errors"":[{""message"":""One or more of the following scopes are required."",""context"":{""requiredGranularScopes"":[""crm.schemas.companies.write"",""crm.objects.companies.write""]}}],""links"":{""scopes"":""https://developers.hubspot.com/scopes""},""category"":""MISSING_SCOPES""}"
834068495,403,"{""status"":""error"",""message"":""This app hasn't been granted all required scopes to make this call. Read more about required scopes here: https://developers.hubspot.com/scopes."",""correlationId"":""23d3d532-c6b4-4535-ae48-a9849faec81c"",""errors"":[{""message"":""One or more of the following scopes are required."",""context"":{""requiredGranularScopes"":[""crm.schemas.companies.write"",""crm.objects.companies.write""]}}],""links"":{""scopes"":""https://developers.hubspot.com/scopes""},""category"":""MISSING_SCOPES""}"
